Einstellungen:
Bildgröße: 1024x768
Zoom-Mittelpunkt: Cr=-0,348373087550591, Ci=-0,606503845182302
Zoomfaktor: 0,80
Runden: 20
Iterationen: 1000
Threads: 1
Layers: 2

Round,Time
1,1,3899
2,2,7509
3,4,0944
4,5,4390
5,6,8588
6,8,3814
7,9,9929
8,11,7302
9,13,6198
10,15,6399
11,17,7479
12,19,8964
13,22,0439
14,24,2533
15,26,4399
16,28,6430
17,30,8331
18,33,0138
19,35,1657
20,37,2161
