Einstellungen:
Bildgröße: 1024x768
Zoom-Mittelpunkt: Cr=-0,348373087550591, Ci=-0,606503845182302
Zoomfaktor: 0,80
Runden: 20
Iterationen: 1000
Threads: 4
Layers: 10

Round,Time
1,1,3641
2,2,6848
3,3,9600
4,5,2657
5,6,6486
6,8,1284
7,9,6751
8,11,3772
9,13,2174
10,15,1721
11,17,2210
12,19,2944
13,21,4138
14,23,5649
15,25,6973
16,27,9072
17,30,0646
18,32,2165
19,34,3505
20,36,4567
