Einstellungen:
Bildgröße: 1024x768
Zoom-Mittelpunkt: Cr=-0,348373087550591, Ci=-0,606503845182302
Zoomfaktor: 0,80
Runden: 20
Iterationen: 1000
Threads: 1
Layers: 3

Round,Time
1,0,8539
2,1,7327
3,2,5802
4,3,4251
5,4,2892
6,5,1705
7,6,0378
8,6,9111
9,7,7838
10,8,6386
11,9,5028
12,10,3601
13,11,2252
14,12,1032
15,12,9909
16,13,8896
17,14,7634
18,15,6259
19,16,4943
20,17,3623
